Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
O CONSELHO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
^A\\.A\\.E\\. DO C\\.E\\.,27,1,1,CAIXAS ESCOLARES e similares,
^A\\.A\\.E\\.M\\.DE EDUCACAO INF,27,1,1,CAIXAS ESCOLARES e similares,
^APM N\\.E\\.I\\.,27,1,1,CAIXAS ESCOLARES e similares,
^AS PAIS E PROF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS E MESTRES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASS COM ESCOLAR EMEI,27,1,1,CAIXAS ESCOLARES e similares,
ASS DE APOIO DO ENS MED,27,1,1,CAIXAS ESCOLARES e similares,
ASS DE ASSIST AO EDUC DO J INF,27,1,1,CAIXAS ESCOLARES e similares,
ASS DE P E M DO C EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASS DOS PAIS E MESTRES DA E,27,1,1,CAIXAS ESCOLARES e similares,
ASS DOS PAIS E RESP PELOS AL DO COL,27,1,1,CAIXAS ESCOLARES e similares,
ASS DOS PAIS E RESPONSAVEIS DA CRECHE,27,1,1,CAIXAS ESCOLARES e similares,
ASS PAES E MESTRES COL ARQUID ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\. ESC\\. COM\\. AEC DA ESC DE 1,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\. ESC\\. COM\\. DA ESC\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\. ESC\\.COM\\.DA EPG,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\.DE APOIO DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\.DE APOIO DAS ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\.DE P\\.M\\.E COM\\.DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASS\\.DE PAIS E M\\.DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
"ASS\\.DE PAIS, MESTRES E FUNCIONARIOS DO COL",27,1,1,CAIXAS ESCOLARES e similares,
"ASS\\.DE PAIS,MESTRES E FUNCIONARIOS,DO COL",27,1,1,CAIXAS ESCOLARES e similares,
"ASS\\.DE PAIS,MESTRES E VOL\\.DO CENTRO DE ENS",27,1,1,CAIXAS ESCOLARES e similares,
"ASS\\.DE PAIS,PROF\\.ALUNOS E FUNC\\.DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASS\\.ESC\\.COM\\.AEC,27,1,1,CAIXAS ESCOLARES e similares,
ASS0C DE PAIS PROFESSORES E FUNCION DO CENTRO MUNICIPAL EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASS0CIACAO DE PAIS E MESTRES DO JARDIM DE INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSC DE PAIS PROFESSORES GINASIO,27,1,1,CAIXAS ESCOLARES e similares,
ASSCIACAO DE PAIS E MESTRES E COMUNITARIOS,27,1,1,CAIXAS ESCOLARES e similares,
ASSO DOS PAIS PROF DA ESCOLA MUN,27,1,1,CAIXAS ESCOLARES e similares,
"ASSO\\. DE PAIS, MESTES E COMUNITRIOS DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASSO\\. PAIS E MESTRES DA E\\.E\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A E E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESC COL EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESCOLA CIEP,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESCOLA DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESCOLA DO CES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESCOLA DO COLEGIO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A ESCOLA ESC EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO A REDE MUNICI ENSINO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO AO CIEP,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO AS ESC EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ASS EDUC ESCOLA EST ENS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ASS EDUCANDO ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ASSIST AO EDUC DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ASSIST EDUC EE ENS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC C P M DA E M DE 1 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC C P M DA ESC MUNIC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC CIRC PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC COMUN DA ESCLA MUN,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC COMUN ESC DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC COMUN ESC DA UNIDADE ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC COMUN PAIS MESTRES ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC COMUNITARIA DE PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC CPM ESCOLA EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DA COM ESCOLAR,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DA ESC MUNICIPAL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DA ESCOLA FAMILIA AGRICOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DA ESCOLA ISOLADA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ALUNAS E PROF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ALUNOS E PROF DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE APOIO DE PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSIST A ESCOLA MUNIC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSIST AO EDUC DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSIST AO EDUCANDO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSISTENCIA A EDUCACAO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSISTENCIA A ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE ASSISTENCIA AO EDUCANDO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE AUXILIO AO EDUCANDO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE C DE P E M DA E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE FUNC PROF ALUNOS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE FUNC PROF E ALUNOS,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC DE FUNC,PROF E ALUNOS",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE FUNC\\.PROF E ALUNOS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE FUNC\\.PROF\\.E ALUNOS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE P A DA GLOBAL ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE P E M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE P E PROF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE P M,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC DE P,M",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAES E PROF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS ALUNOS E EXA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS AMIGOS E FUNC DO CEBEM,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS DE ALUNOS DA ETFSC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS DE ALUNOS DA REDE PUB,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS DO C DE REC INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS MESTRE E AMIGOS DO C EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS PROF DA ES ISOL EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS PROF E FUNC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS PROFES ALUNOS E FUNCION DO COLEGIO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PAIS PROFES E TECN A\\.A\\.P\\.P\\.T,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC DE PAIS,MESTRES E FUNCIONARIOS DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PROF ALUNOS DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DE PROF E FUNC DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC DE PROFESSORES, ALUNOS E FUNC DO CENTRO EST",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DO C P M DA ESC EST DE 1 GRAU INC SANTOS DUMONT,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DOS PAIS DE ALUNOS DA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DOS PAIS DE ALUNOS DO EDUCAND,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DOS PAIS DE ALUNOS E EX ALUNOS C EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DOS PAIS DE ALUNOS EM ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC DOS PAIS E PROF DO CENTRO EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC-COM AEC DA ESC JARDIM DE INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC-COMUN AEC DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COM DA ESCOLA 1,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUN AEC DA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUN DA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUN DE PRE E 1 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUN DO CENTRO INT DE ED,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUNIDADE DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUNIDADE ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESC COMUNITARIA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA-COMUN DA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COM AEC DA EPSG,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COM ESC 1 E 2 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COMUN DA ESCOLA DE 1,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COMUN ESCOLA 1 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COMUN ESCOLA DE 1 E 2 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COMUNID ESCOLA DE 1 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLA COMUNIDADE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC ESCOLAR COMUN DO COLEGIO EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC P E MESTRES E E P E P S G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAES E PROF GRUPO ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAES PROF ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS E M DA E E P G P,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS E PROF DA E B,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS E PROF DA EI,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS E PROF DO GINASIO EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS E PROF\\. EM\\.EI\\.EF\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS MESTRE AMIGOS DO CENTRO ED INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS MESTRE E AMIGOS ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PAIS RESP ALUNOS C EDUC,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC PAIS, MEST FUNC COL EST",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC PAIS, MESTRES E FUNC PROF",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC PROF E ALUNOS DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE AP\\. DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE AP\\. DAS ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE APIS E PROF\\. DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAI E MESTRES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAIS PROFESSORES C\\.E\\.I\\.M,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC\\. DE PAIS , MESTRES E FUNC\\. DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAIS DA ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAIS DE ALUNOS DO COL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAIS DE ALUNOS ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE PAIS E EDUC DO CENT DE CONV INF,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC\\. PAIS, PROF\\., FUNC\\. E ALUNOS DA E\\. M\\.",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.COM\\.PAIS ALUNOS SERV\\. PROF\\.ED\\. DA UNID\\.DE ENS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.CPM\\. ESC\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.DE CIRC\\.DE PAIS E MESTRES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.DE P\\.M\\.DA ESC\\.EST,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC\\.DE PAIS , MESTRES E FUNCIONARIOS DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.DE PAIS PROF\\.DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC\\.DE PAIS,PROFESSORES,ALUNOS E FUNCIONARIOS DA ESC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.DE PROF\\.E AL\\.DO NUCL\\.AVANCADO DE EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.DOS PROF\\.ALUNOS DO COL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.P\\.M\\.MUNICIPAL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.PAIS MEST\\. FUNC\\. COL,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOC\\.PAIS,MESTRES E FUNC\\.DO CENTRO MUN\\.DE EDUC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\.PROF\\.ALUNOS E FUNCIONARIOS CENTRO EST ED,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIA DE PAIS E MESTRES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACA DE PAIS E PROF DA E I,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAAO DE PAIS E MESTRES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO AP\\.A ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APM ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO A ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO CIEP,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO COL EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO COLEGIO EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO DAS ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO E EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO EE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO APOIO ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO AS AO ED DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CIRCULO PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CIRCULOS DE PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CONJUNTA DE PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CONSELHO DE ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CONSELHO DE PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO CONSELHO ESCOLA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO D E PAIS E MESTRES DA E\\. M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DA APOIO A E\\.E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DAS MAES E PAIS DA CRECHE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E MESTRES E OU CONSELHO ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS E FUNCIONARIOS DA UNIDADE DESENTRALIZADORA DE EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS E PROFESSORES DA EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS E PROFESSORES DO NUCLEO AVANCADO DE ENSINO SUPLETIVO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS PAIS E PROFESSORES DO CEJA,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE ALUNOS, PROFESSORES E FUNCIONARIOS DO NUCLEO AVANCADO DE ENSINO",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE AMIGOS, PROFESSORES, FUNCIONARIOS, EX-FUNCIONARIOS, ALUNOS E EX -ALUNOS DO COL",27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE AP ESC EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE AP\\.ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APIO DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APIS E MESTRES E COMUNITARIOS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APIS E PROFESSORES DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E CIEP,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E DO C E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E DO CIEP,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E\\. C\\. E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E\\. E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E\\. M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E\\.E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A E\\.M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A EE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A ES MUN,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO A ES\\.C\\.E DR\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CEIM,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CEMEI,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO DE EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO DE ENS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO DE EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO EDUC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO INTERESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CENTRO PAROQUIAL DE EDUCACAO INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO CMEI,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO EDUCANDO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO ESTUDANTE DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO INSTITUTO EDUCACIONAL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AO JARDIM DE INFANCIA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AOS PAIS E MESTRES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AS CRECHES E NUCLEOS INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AS CRECHES ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO AS E\\.E\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO CENTRO DE EDUCACAO INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO CENTRO EDUCACIONAL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO CENTRO MUNICIPAL DE EDUCACAO INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO CRECHE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA CRECHE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA DELEGACIA REGIONAL DE ENSINO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA DIRETORIA REGIONAL DE ENSINO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA E E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA E M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA E\\. E\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA E\\.E\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA E\\.M\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA EE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DA ES,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DE ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DO C EST,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DO C\\. E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DO C\\.E\\.,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE APOIO DO CE,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE DE PAIS E MESTRES DA E,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE FUNCIONARIOS, ALUNOS, PAIS E PROFESSORES DO COL",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE FUNCIONARIOS, PAIS, AMIGOS E BENFEITORES DO CENTRO DE EDUCACAO INF",27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE MAES E PAIS DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE MAES E PAIS DE ALUNAS E ALUNOS DO COLEGIO,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE MESTRES PAIS, ALUNOS E SERVIDORES DA EMEF",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE MESTRES, ALUNOS E FUNCIONARIOS",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE MESTRES, FUNCIONARIOS E PAIS",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE MESTRES, FUNCIONARIOS, PAIS E ALUNOS",27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE P E M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE P M,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE P\\.E P\\.DA ESC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE P\\.P\\.R\\.DE M\\.P\\.S\\.E,27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE PAIS , MESTRES E AMIGOS",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE PAIS , MESTRES E FUNCIONARIOS",27,1,1,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE PAIS , PROFESSORES E FUNCIONARIOS DO INSTITUTO DE EDUC",27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS ALUNOS MAIORES DE DEZOITO ANOS MESTRES E FUNCIONARIOS DO CEEBJA,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO CENTRO DE CONV INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO CENTRO DE CONVIVENCIA INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO CENTRO DE ED\\. INF,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO CENTRO DE ENSINO MEDIO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO INST EDC,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO INSTITUTO FEDERAL,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS DO JARDIM DE INF,27,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS E ALUNOS$,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E ALUNOS 1 AO 3 G,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E ALUNOS DA E E,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E ALUNOS DA FUNDACAO,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E ALUNOS DAS INSTITUICOES DE ENS,27,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E ALUNOS DO ENSINO,27,1,1,CAIXAS ESCOLARES e similares,
